EfisProjectId,Id,ProjectEa,ProjectName,District,CountyCode,RouteCode,PostMileBegin,PostMileEnd,ScheduleStartDate,ScheduleFinishDate,M040_BeginProj,M800_ENDPROJ
0600000484,01/03/1935,06-48460,0600000484 - NCIIPL-5109(106)CONSTRUCT 8 LANE FREEWAY,06,KER,058,31.7,55.6,37257,47053,39753,46423
0600000485,01/04/1935,06-48470,0600000485 - 24th St. (SR178) Widening,06,KER,178,0.4,1.9,37257,46664,39157,45934
0600000488,01/09/1935,06-48750,0600000488 - 12TH AVENUE INTERCHANGE IN HANFORD,06,KIN,198,16.5,17.2,37622,45444,,44460
0600000495,01/17/1935,06-49390,0600000495 - 178 OPERATIONAL IMPROVEMENTS,06,KER,178,0,0.4,37622,45352,39084,43815
0600000934,10/25/1933,06-0C110,0600000934 - 180 BRAIDED RAMPS,06,FRE,180,57.9,60.4,38169,44291,40118,43676
0600000935,01/13/1950,06-0H360,0600000935 - FRE ON SR 99 BTW SHAW AVE & HERNDON COOP061415 OVRSIGHT ONLY,06,FRE,099,28.1,30.9,38169,47818,40238,47453
0600000936,10/17/1948,06-0L050,0600000936 - NR HANFORD FRM 1.3MI E/O RTE43 TO .4MI W/O RTE99 PPNO A4360Y,06,59V06,198,21.5,28.3,38169,44013,40193,43374
0600000959,01/22/1984,06-0M370,0600000959 - WHITLEY AVE INTERSECTION IMPROVEMENTS,06,KIN,043,1.3,1.7,38169,44743,,43748
0600000962,08/23/1946,06-0M400,0600000962 - CONSTRUCT NEW OFFICE BUILDING,06,KER,178,41.6,41.6,38169,42818,,41561
0600000964,01/23/1984,06-0M420,0600000964 - CONSTRUCT CONCRETE GUARD RAIL,06,FRE,180,57.9,58.6,38169,43853,40210,42515
0600000967,06/20/1973,06-43401,0600000967 - TERRABELLA EXPRESSWAY - SEGMENT 1,06,TUL,065,15.1,18,38169,45839,,44747
0600000968,10/09/1934,06-43402,0600000968 - TUL CO SEG 2 PPNO 8650B TCRP122 APP 6/7/01 CTIPS115-00000073,06,TUL,065,10.9,15.6,38530,50704,,47715
0600000969,01/24/1984,06-43403,0600000969 - TUL CO SEG 3 PPNO 8650C TCRP122 APP 6/7/01 CTIPS115-00000073,06,TUL,065,6.1,11.4,38530,48345,,47715
0600000970,10/10/1934,06-43404,0600000970 - TUL CO SEG 4 PPNO 8650D TCRP122 APP 6/7/01 CTIPS115-00000073,06,TUL,065,0,6.6,38530,50010,,48396
0600000971,10/30/1934,06-44261,0600000971 - IN CITY OF FRE FRM ASHLAN AVE TO .2MI N/O GRNTLND AVE RTE 99,06,FRE,099,26.7,30.6,38169,41883,39203,41311
0600000972,10/31/1934,06-44262,"0600000972 - IN FRE, MADERA CO FRM .2MI S/O GRNTLND AVE TO .6MI N/O AVE 7",06,59V06,099,30.3,31.5,38169,47665,39203,47665
0600000973,12/14/1934,06-47090,0600000973 - MADERA 99 WIDENING,06,MAD,099,7.5,15.1,37257,46583,41281,46218
0600020001,01/25/1984,06-0M510,0600020001 - PAVE PARKING AREAS AND RAMPS,06,KER,VAR,0,0,38169,42571,40330,41696
0600020009,01/26/1984,06-0M730,0600020009 - INSTALL MEDIAN BARRIER,06,FRE,005,22.8,26.8,38169,42571,,41715
0600020011,04/03/1948,06-0M760,0600020011 - INSTALL VEHICLE DETECTION SYSTEMS (VDS),06,FRE,099,0,30.5,40179,42619,,41722
0600020012,01/27/1984,06-0M800,0600020012 - INSTALL MEDIAN BARRIER,06,MAD,099,23.3,23.7,38169,44223,,41723
0600020013,01/28/1984,06-0M820,0600020013 - RAMP IMPROVEMENTS AT SR 41 AT VARIOUS LOCATIONS & AT SR 180,06,FRE,041,25.2,31.7,38169,43558,,42577
0600020014,12/13/1947,06-2HT00,0600020014 - HIGH SPEED TRAIN SYSTEM,06,FRE,099,23.5,26.6,38169,43644,40483,
0600020017,01/29/1984,06-0H250,0600020017 - REHABILITATE PAVEMENT,06,KER,178,13.7,27.2,38169,44223,39140,42257
0600020018,12/21/1933,06-0K290,0600020018 - SOUTHBOUND 99 RAMP METERING,06,FRE,099,22.7,23.3,38169,45962,42062,44552
0600020029,04/02/1947,06-0H370,0600020029 - RAMP METERING,06,FRE,180,58.1,59.4,37073,42571,39179,41487
0600020030,01/30/1984,06-0E060,0600020030 - AC OVERLAY - REHAB,06,KER,065,0,9.8,38169,42571,38504,41486
0600020034,02/08/1947,06-0E660,0600020034 - SOUTHERN KERN COUNTY BRIDGES,06,KER,099,17.5,29.9,38169,42522,40405,42131
0600020035,06/23/1949,06-0E670,0600020035 - TULARE COUNTY BRIDGES,06,TUL,099,6.1,29.9,38169,42571,,41831
0600020051,01/31/1984,06-4HT00,0600020051 - HIGH SPEED TRAIN SYSTEM,06,59V06,VAR,0,0,38169,44712,,
0600020064,10/14/1949,06-1HT00,0600020064 - HIGH SPEED TRAIN SYSTEM,06,MAD,VAR,0,0,38169,53925,40909,48398
0600020109,08/19/1947,06-0K450,0600020109 - REMOVE AC PLACE METHACRYLATE AND POLYESTER CONCRETE OVERLAY,06,KER,014,15.3,0,40544,42571,,41474
0600020111,10/08/2002,06-32850,0600020111 - RECLAIM MINING SITE,06,KER,058,125.2,0,40544,46249,,46249
0600020118,08/18/2002,06-39670,"0600020118 - REPLACE AC WITH PCC, REHAB AC AND INSTALL R/W FENCE",06,KER,058,117.8,129.9,39630,46251,,46251
0600020126,11/11/1933,06-0E070,0600020126 - PAVEMENT REHABILITATION,06,TUL,099,19.8,25,38169,42571,,41773
0600020127,10/21/1947,06-0H990,0600020127 - IMPROVE INTERCHANGE,06,TUL,198,11.5,11.9,38169,41315,,
0600020128,12/21/1983,06-0A650,0600020128 - New Interchange and Widening Freeway,06,MAD,041,1.9,3.2,37987,44075,,
0600020131,12/22/1983,06-0L030,0600020131 - HWY IMPROVEMENTS - OVERSIGHT,06,FRE,099,30.7,30.7,38169,42572,40391,42191
0600020132,12/23/1983,06-0L640,0600020132 - ROADWAY REHABILITATION; 06-KER-99-28.4/44.3,06,KER,099,28.417,44.307,38169,44378,,43480
0600020142,12/24/1983,06-44810,0600020142 - PAVEMENT REHAB/AC OVERLAY (RAC)-06-TUL-245-0.0/12.0,06,TUL,245,0,12,36526,45922,,41453
0600020143,12/20/1947,06-3HT00,0600020143 - HIGH SPEED TRAIN SYSTEM,06,FRE,VAR,0,0,38169,52678,40483,
0600020145,11/26/1933,06-0G270,0600020145 - INSTALL WINDSCREEN,06,KER,058,108,108,38169,44223,,41955
0600020147,12/25/1983,06-0R003,0600020147 - SUPPORT COST TO PERFECT R/W TITLE OVER USA LANDS,06,59V06,VAR,0,0,37622,46630,,
0600020148,07/16/1970,06-46150,0600020148 - STATE ROUTE 190 LAIRDS REHAB,06,TUL,190,0,8,36892,46296,40360,45807
0600020150,12/26/1983,06-33740,0600020150 - PAVEMENT REHAB/AC OVERLAY (RAC),06,TUL,190,21,26.4,33970,42571,,40724
0600020159,12/27/1983,06-0A350,0600020159 - INTERSECTION WIDENING/IMPROVEMENT,06,MAD,041,9.4,10.5,38169,53402,,
0600020165,08/19/1946,06-0G830,0600020165 - SOUTH BAKERSFIELD 8-LANE,06,KER,099,17,22.1,38169,43294,40360,42572
0600020166,12/29/1945,06-0G840,0600020166 - WIDEN FREEWAY FROM 6 TO 8 LANES,06,KER,099,27,31,38169,44223,40360,42313
0600020167,12/06/1933,06-0G850,0600020167 - ROUTE 58 GAP CLOSURE,06,KER,058,52.4,55.5,38169,43922,,42808
0600020252,11/27/1934,06-46060,0600020252 - NEAR FT TEJON FROM THE LA CO LINE TO N OF GRAPEVINE CREEK BR,06,KER,005,0,4.6,36892,42571,,41698
0600020253,12/28/1983,06-0E971,0600020253 - REPLACEMENT PLANTING,06,FRE,041,27.6,29.8,38169,44470,40360,42736
0600020366,12/29/1983,06-0H100,0600020366 - AC OVERLAY,06,FRE,168,25.5,32.9,38169,42571,,41842
0600020369,12/30/1983,06-0M670,0600020369 - SLURRY SEAL,06,TUL,190,8,15,38169,41610,40360,41222
0600020370,12/31/1983,06-0M650,0600020370 - SLURRY SEAL,06,KER,178,57.1,88.2,38169,41456,40360,41390
0600020378,01/01/1984,06-0M900,0600020378 - INSTALL TRAFFIC SIGNALS AT THREE LOCATIONS ON SR 43,06,KIN,043,17.9,18.6,38169,42571,,41761
0600020379,01/02/1984,06-0G990,"0600020379 - RHMA TYPE ""O"" HB",06,KIN,005,16.2,26.7,38169,42571,,41113
0600020388,10/06/1934,06-43260,0600020388 - JACALITOS CREEK,06,FRE,033,10.9,11.1,36161,44407,40422,43398
0600020389,09/25/1947,06-0M020,0600020389 - MUNGER POINT,06,FRE,168,36,36,38169,44077,,42979
0600020401,01/08/1984,06-0M970,0600020401 - ROADSIDE PROTECTION & RESTORATION,06,FRE,041,27,28.9,40909,42710,,
0600020407,11/02/1948,06-0M990,0600020407 - RAMP METERING,06,FRE,168,7.813,7.813,38169,44223,40550,41838
0600020408,08/30/1946,06-36021,0600020408 - 4-LN FWY TO 6-LN FWY,06,TUL,099,37.3,41.3,38169,45474,,45009
0600020432,11/08/2002,06-0N130,0600020432 - CORRECT FLOODING,06,TUL,190,9.1,9.6,40544,47129,42401,46939
0600020447,08/10/1955,06-0N200,0600020447 - FAIRMEAD MEDIAN BARRIER,06,MAD,099,20.2,22.7,38899,44984,,42249
0600020463,01/09/1984,06-0N490,0600020463 - OLIVE AVE SOUTHBOUND AUXILIARY LANE,06,KER,099,27,27.93,38169,42948,,42515
0600020471,01/10/1984,06-0N540,0600020471 - RAMP OVERLAY,06,TUL,099,22.3,23.5,38169,44223,,41842
0600020478,06/28/1970,06-45711,0600020478 - Freeman Gulch Widening-Seg 1,06,KER,014,58.3,62.3,38169,46633,,46269
0600020488,01/11/1984,06-0N560,0600020488 - TEHACHAPI BLVD INTERSECTION IMPROVEMENT,06,KER,058,94.49,94.49,40544,44046,,42961
0600020513,01/12/1984,06-0N580,0600020513 - PEDESTRIAL ACCESS ADA CURB RAMPS,06,TUL,245,6.5,7,38169,45474,,44973
0600020548,08/24/1947,06-0N070,0600020548 - REPAINT BRIDGES,06,59V06,005,4.07,60.08,38169,42370,,41753
0600020552,06/25/1976,06-0N180,0600020552 - LATACHE MEDIAN BARRIER,06,KIN,198,8.8,10.6,38169,43922,,42922
0600020559,12/15/1933,06-0H240,0600020559 - CEDAR/NORTH INTERCHANGE,06,FRE,099,15.8,17.6,39083,49366,43283,48725
0600020568,11/19/2002,06-0N590,0600020568 - Extend Culvert,06,KER,043,30.41,0,41374,47577,,45261
0600020595,08/20/1934,06-39460,0600020595 - CONSTRUCT NEW BRIDGE,06,FRE,269,10.7,12.3,35431,46722,40940,46539
0600020605,01/13/1984,06-33741,0600020605 - PAVEMENT REHAB & AC OVERLAY (RAC),06,TUL,190,21,26.4,38169,44223,,41956
0600020635,01/14/1984,06-0N680,0600020635 - HARDSCAPE IMPROVEMENTS,06,KER,043,23.9,24.1,38169,44223,,42312
0600020643,01/05/1949,06-0N690,0600020643 - CONSTRUCT SB AUXILIARY LANE AT PANAMA LANE OFF-RAMP,06,KER,099,19.7,19.95,40725,43465,40875,42272
0600020650,04/18/1948,06-0N380,0600020650 - SIDEHILL VIADUCT PAVEMENT EDGE RESTORATION,06,KER,178,14.3,15.7,38169,44223,40709,41956
0600020651,01/15/1984,06-0N400,0600020651 - PERMANENT STORM DAMAGE RESTORATION: SCOUR PROTECTIONS,06,KER,058,67.85,67.85,38169,42716,40709,
0600020667,10/09/1947,06-0G831,0600020667 - LANDSCAPE MITIGATION,06,KER,099,17,22.1,38169,46402,43010,43435
0600020668,10/14/1947,06-0G841,0600020668 - LANDSCAPE MITIGATION,06,KER,099,27,28.3,38169,48898,44287,45638
0600020670,01/16/1984,06-0N830,0600020670 - RAMPS RESURFACING,06,KIN,005,16.62,16.62,40909,43327,,
0600020697,01/17/1984,06-0N360,0600020697 - I-5 PCC PANEL REPLACEMENT,06,KER,005,10.4,15.8,38169,44223,,42206
0600020698,01/18/1984,06-0N390,0600020698 - COTTONWOOD CREEK REPAIR,06,TUL,245,20.8,20.9,38169,44223,40817,42276
0600020699,05/17/1948,06-0N850,0600020699 - BRIDGE HIT,06,TUL,099,23.49,23.49,38169,42583,,41831
0600020714,01/19/1984,06-0N860,0600020714 - NORTHERN KERN 99 CORRIDOR BRIDGE ENHANCEMENT,06,KER,099,0.5,57.5,38169,49466,45474,47635
0600020717,01/20/1984,06-0N890,0600020717 - CORRIDOR BRIDGE ENHANCEMENT,06,TUL,099,10,58.8,38169,47637,45474,47635
0612000018,01/21/1984,06-0P070,0612000018 - Broome Rd Intersection Improvements,06,KER,058,85.1,85.1,41275,47424,,42522
0612000026,12/09/1947,06-0N960,0612000026 - BAKERSFIELD BRIDGE PREVENTATIVE MAINTENANCE,06,KER,204,5.4,6.7,40909,44301,,43304
0612000051,02/08/1949,06-32451,0612000051 - GOSHEN TO KINGSBURG REPLACEMENT PLANTING,06,59V06,099,0,0,38169,46273,,46273
0612000052,02/27/1984,06-32551,0612000052 - LANDSCAPING & PLANT ESTABLISHMENT,06,KIN,198,8.9,10.1,38169,46182,,44621
0612000077,02/28/1984,06-34235,0612000077 - 180 W. FREEWAY LANDSCAPE,06,FRE,180,53.4,56,38169,50133,,47087
0612000080,02/29/1984,06-46380,0612000080 - MENDOTA PASSING LANES,06,FRE,180,36.2,38.7,36892,45717,40725,43987
0612000085,01/04/1950,06-0E680,0612000085 - MADERA COUNTY BRIDGES,06,MAD,099,0.9,28.2,38169,44743,40826,43815
0612000086,03/01/1984,06-0P180,0612000086 - UTICA 2R,06,KIN,005,9,16.5,38169,43327,,42843
0612000090,03/02/1984,06-0P270,0612000090 - ADA CURB RAMPS,06,KER,043,16.1,25.2,38169,47142,,43700
0612000091,01/31/1950,06-0P140,0612000091 - LOST HILLS LANE REPLACEMENT,06,KER,005,62.5,73.1,38169,45901,,44460
0612000095,02/05/1948,06-0M260,0612000095 - EAST BOUND SAND CANYON BRIDGE,06,KER,058,99.2,99.8,38169,43983,,42958
0612000096,01/15/1948,06-0M250,0612000096 - FRE 198 BRIDGE DECK REPLACEMENT,06,FRE,198,35.3,35.6,38169,44440,,43763
0612000099,06/22/1973,06-0P150,0612000099 - KINGS 198 2R PAVEMENT REHAB,06,KIN,198,0,7.4,38169,43874,,42578
0612000100,03/03/1984,06-0P160,0612000100 - SR 198 HANFORD CAPM,06,KIN,198,14.7,17.9,38169,43524,,42440
0612000105,02/24/1948,06-0K460,0612000105 - BRIDGE SEPERATION REPLACEMENT,06,KER,099,43.9,44.6,38169,46792,,45079
0612000106,03/04/1984,06-0P290,0612000106 - DELANO INTERSECTION IMPROVEMENT,06,KER,155,1.5,1.5,38169,47977,,44375
0612000107,03/05/1984,06-0P300,0612000107 - MCFARLAND RUMBLE STRIP,06,KER,099,46.85,48.85,38169,43327,,42311
0612000108,02/12/1948,06-0K810,0612000108 - KERN COUNTY SEISMIC RESTORATION,06,KER,VAR,0,0,38169,45049,,43717
0612000109,03/06/1984,06-0P170,0612000109 - Elk Bayou 2R,06,TUL,099,25,27.6,38169,44774,,43738
0612000110,02/16/1948,06-0K800,0612000110 - SEISMIC RESTORATION - VAR,06,59V06,VAR,0,0,38169,45168,41183,43738
0612000114,12/26/1947,06-0N990,0612000114 - 41 SEISMIC RETROFIT,06,FRE,041,0,0,38169,46966,,45614
0612000121,02/01/1984,06-0E330,0612000121 - RTE 99/58 SEPERATION AND COTTONWOOD PULLOUTS,06,KER,058,52.4,55.7,38169,41640,,
0612000122,02/02/1984,06-0E340,0612000122 - PLANZ RD/CALIFORNIA AVE PULLOUTS,06,KER,099,21.7,24.7,38169,43138,,42692
0612000136,02/03/1984,06-0E350,0612000136 - 168 PULL OUTS,06,FRE,168,0,11.7,38169,44743,,43809
0612000157,12/12/1933,06-0H200,0612000157 - BRIDGE WIDENING,06,TUL,201,12.4,21.2,38169,46371,,45687
0612000158,12/13/1933,06-0H220,0612000158 - SOUTH MADERA 6-LANE,06,MAD,099,0.1,8.1,38169,48920,43509,48064
0612000165,02/04/1984,06-0P560,0612000165 - Rosedale Rumble Strip,06,KER,058,36.3,39.97,38169,43153,,42678
0612000172,02/05/1984,06-42371,0612000172 - PLAZA LANDSCAPE,06,TUL,198,4.1,5,38169,47102,,45127
0612000175,08/20/1949,06-44254,0612000175 - HPLUL-6206(021),06,KER,046,31.5,33.2,38169,46249,,46249
0612000176,12/15/2002,06-44255,0612000176 - HPLUL-6206(028),06,KER,046,29.7,31.9,38517,46818,,46250
0612000182,02/06/1984,06-0P590,0612000182 - LAIRDS CONSTRUCT ROUNDABOUT,06,TUL,190,4,4.5,38169,45934,,45265
0612000197,04/06/1948,06-45712,0612000197 - Freeman Gulch - Widening Segment 2,06,KER,014,53,58.3,38169,46522,,45884
0612000198,03/25/1949,06-41601,0612000198 - BUSH STREET REPLACEMENT PLANTING,06,KIN,041,40.6,41.1,38169,45748,,44565
0612000199,02/07/1984,06-0P660,0612000199 - BEAR MOUNTAIN STREETSCAPE ANESTETIC TREATMENTS,06,KER,223,19.8,21.2,40634,46787,,42823
0612000201,02/08/1984,06-0P670,0612000201 - WOODLAKE INTERSECTION IMPROVEMENT OVERSIGHT,06,TUL,245,7,7.2,40623,45444,,44901
0612000215,09/23/1948,06-0H330,0612000215 - AVE 17 INTERCHANGE,06,MAD,099,13.5,14.7,38169,49676,44835,47665
0612000238,02/09/1984,06-0P800,0612000238 - WASCO SR 43 LANDSCAPE PROJECT PHASE 2,06,KER,043,23.6,24.1,38169,43193,,42522
0612000239,02/10/1984,06-2HT20,0612000239 - FRESNO ST / HSR GRADE SEPERATION,06,FRE,VAR,0,0,38169,44158,,
0612000241,09/10/1947,06-36023,0612000241 - CALDWELL-MIDDLE SEGMENT,06,TUL,099,35.2,37.3,38169,45017,,43622
0612000243,02/11/1984,06-0P810,0612000243 - RIDGECREST MEDIAN ISLAND IMPROVEMENT,06,KER,178,100.6,102.7,40909,43770,,42870
0612000244,02/12/1984,06-0P700,0612000244 - HMA OVERLAY,06,MAD,145,20.9,25.4,40909,42837,,
0612000262,02/13/1984,06-0P840,0612000262 - Bear Mountain Rumble Strip,06,KER,223,4.8,17.2,38169,44223,,42485
0612000287,07/10/1948,06-2HT10,0612000287 - SR 99 REALIGNMENT FOR HST,06,FRE,099,23.7,26.2,38901,46021,,46021
0612000293,02/14/1984,06-0P900,0612000293 - 119/43 Intersection Improvements,06,KER,119,0.1,0.4,41214,45448,41579,44442
0612000307,11/15/1948,06-0P910,0612000307 - MAD 99/233 INTERCHANGE,06,MAD,099,26.3,26.8,38169,56513,,47806
0612000319,02/15/1984,06-0P970,0612000319 - LINCOLN MEDIAN BARRIER,06,MAD,152,0,1.1,38169,44223,,42417
0612000328,02/16/1984,06-0P980,0612000328 - 168 MEDIAN BARRIER,06,FRE,168,6.9,7.1,38169,43708,,42580
0612000339,01/26/1949,06-0P320,0612000339 - AKERS OPERATIONAL IMPROVEMENT,06,TUL,198,6.5,7.1,38169,46030,,44882
0612000354,02/17/1984,06-0Q200,0612000354 - WOODLAKE STREETSCAPE,06,TUL,245,7.1,7.3,41092,43952,,43242
0613000001,02/18/1984,06-0Q210,0613000001 - 180 BRAIDED RAMPS LANDSCAPE,06,FRE,180,57.9,62.4,38169,45576,,44609
0613000005,06/27/1948,06-36024,0613000005 - CAPACITY INCREASING 4F TO 6F,06,TUL,099,30.6,35.2,38169,46752,,46387
0613000022,02/19/1984,06-0G980,0613000022 - AC OVERLAY,06,TUL,065,31.6,39.6,38173,44880,,43874
0613000023,02/20/1984,06-0Q300,0613000023 - CONST INTELLIGENT TRANSP SYSTEM (ITS) TO SYNCHRONIZE SIGNALS,06,59V06,VAR,0,0,41217,45383,,45108
0613000033,02/21/1984,06-0H130,"0613000033 - REPLACE, RELINE CULVERTS",06,MPA,041,1.97,4.9,38169,64544,,
0613000034,02/22/1984,06-0Q320,0613000034 - CONSTRUCT INTERSECTION IMPROVEMENT,06,KIN,198,15.537,15.537,40925,45611,41821,44763
0613000037,02/23/1984,06-0E320,0613000037 - FREEWAY MAINTENANCE ACCESS,06,KER,178,1.7,6.9,38353,45507,,44747
0613000045,02/24/1984,06-0H110,0613000045 - TAMARACK RIDGE CULVERT,06,FRE,168,57.8,65.4,39083,45098,42212,
0613000046,02/25/1984,06-0H120,0613000046 - ROUTE 168 CULVERTS II,06,FRE,168,32.1,57.6,39083,44543,42212,
0613000047,02/26/1984,06-0Q240,0613000047 - FRE 41 CAPM,06,FRE,041,3,6.1,41203,43617,,42576
0613000048,03/13/1984,06-0Q250,0613000048 - LEMOORE OVERLAY,06,KIN,198,9.5,14.7,40918,43033,,42548
0613000049,04/10/1949,06-0Q260,0613000049 - PORTERVILLE TO CAIRNS CORNER CAPM,06,TUL,065,18.8,31.5,41203,44958,,43853
0613000050,08/08/1955,06-0Q270,0613000050 - PANOCHE OVERLAY,06,FRE,005,48.8,53,41138,43327,,42881
0613000051,09/19/1949,06-0Q280,0613000051 - LANE REPLACEMENT & GRIND PCC,06,KER,099,23.6,28.4,41210,47238,41843,46607
0613000056,03/14/1984,06-43071,0613000056 - HOUSTON AVENUE LANDSCAPE,06,TUL,216,1.9,2.9,41435,45413,,44616
0613000086,03/15/1984,06-0N401,0613000086 - KER 58 NEUMARKLE UC BRIDGE,06,KER,058,67.8,67.8,41091,45847,,41842
0613000092,03/16/1984,06-0Q390,0613000092 - RELOCATION OF 178,06,KER,178,43.8,45.8,41639,44287,41841,42156
0613000094,03/17/1984,06-0Q410,0613000094 - CONSTRUCT CREW ROOM AND UTILITIES,06,KER,202,9.7,9.7,41091,41701,,
0613000095,06/07/1949,06-0Q420,0613000095 - Mojave Maintenance Station Improvements,06,KER,014,16.68,16.68,41091,43983,,42852
0613000101,03/18/1984,06-0Q430,0613000101 - TULARE 190 FEASIBILITY STUDY,06,TUL,190,13.4,21.1,41252,41862,,
0613000111,01/10/1949,06-0Q010,0613000111 - VENTURA VIADUCT  POLYESTER  OVERLAY,06,FRE,041,23.1,23.1,41217,43327,,42586
0613000112,03/19/1984,06-0Q290,0613000112 - COLD PLANE OVERLAY,06,TUL,099,22.4,22.4,41091,47246,,42191
0613000113,03/20/1984,06-0Q440,0613000113 - REMOVE REPLACE AC PAVEMENT AND DIGOUTS,06,TUL,137,15.4,15.7,41091,43572,,42689
0613000117,07/15/1958,06-0Q450,0613000117 - I-5 EXTINGUISHABLE MESSAGE SIGNS,06,KER,005,0,10,41091,47246,41247,42356
0613000133,03/21/1984,06-0Q460,"0613000133 - INTERSECTION IMPROVEMENT INCL SIGNAGE, FLASHING BEACONS",06,TUL,063,8.6,8.9,41245,45078,,44179
0613000145,07/08/1949,06-0Q180,0613000145 - SUMMIT OH BRIDGE RAIL REPLACEMENT,06,KER,058,94.16,94.16,41275,45488,,44894
0613000148,02/10/1949,06-0Q600,0613000148 - WIDEN FREEWAY,06,KER,099,28.3,31.2,41381,47687,,47049
0613000149,03/22/1984,06-0Q610,0613000149 - MADERA 99 ROADSIDE SAFETY,06,MAD,099,10,26.8,41275,44802,,43480
0613000150,08/28/1949,06-0Q620,0613000150 - BUTTONWILLOW SRRA UPGRADES,06,KER,005,54.1,54.1,41275,45413,41852,44603
0613000151,03/23/1984,06-0Q630,0613000151 - FRE/MAD 41 ROADSIDE SAFETY,06,59V06,041,29.3,33.4,41176,45168,41730,43647
0613000152,05/31/1949,06-0Q19A,0613000152 - CACHE CREEK BRIDGE REPLACEMENT,06,KER,058,99.3,100.3,41275,45691,41913,44980
0613000157,06/30/1973,06-42471,0613000157 - CHERRY AVE TRUCK CLIMBING LANES,06,KER,119,10,13.3,41422,43875,,43413
0613000189,09/17/1949,06-0Q510,0613000189 - FRESNO SLOUGH SCOUR MITIGATION,06,FRE,180,26.9,26.9,41275,45168,,43458
0613000190,07/11/2003,06-0Q520,0613000190 - SHAVER LAKE CONCRETE BARRIER RAIL UPGRADE,06,FRE,168,48.23,48.23,41427,47696,,46966
0613000194,08/19/1976,06-0Q670,0613000194 - FARMERSVILLE ROUNDABOUT 2,06,TUL,198,14.65,14.65,41401,45839,41401,45265
0613000195,08/20/1976,06-0Q680,0613000195 - FARMERSVILLE ROUNDABOUT 1,06,TUL,198,11.6,11.6,41276,45630,41395,45621
0613000243,05/16/1976,06-0Q820,0613000243 - REPAIR CONCRETE CHANNEL,06,KER,005,5.6,8.87,41379,46176,42583,45841
0613000254,07/15/2003,06-0Q780,0613000254 - TOWERLINE RD FOG SEAL,06,KER,223,21.3,31.9,42960,47903,,45747
0613000265,03/24/1984,06-0Q540,0613000265 - FRE/MAD WIRE THEFT,06,59V06,VAR,0,0,41275,47424,,42312
0613000266,03/25/1984,06-0Q550,0613000266 - EAST WEST WIRE THEFT RESTORATION,06,FRE,180,53.6,83.89,41275,47424,,42313
0613000287,03/26/1984,06-0Q860,0613000287 - WOODLAKE STREETSCAPE 4,06,TUL,245,7.3,7.4,41456,43891,,43067
0613000297,03/27/1984,06-0R020,0613000297 - SR 58 FRICTION SURFACE,06,KER,058,52.1,52.3,41422,44634,41701,43042
0613000305,12/28/1949,06-0Q580,0613000305 - KERN WIRE THEFT REPAIR,06,KER,005,0,0,41430,44272,,42849
0613000309,05/15/1958,06-0R040,0613000309 - MADERA 41 SOUTH CORRIDOR STUDY,06,MAD,041,1.9,6.6,41456,48550,,47910
0613000318,04/19/1984,06-2HT01,0613000318 - HST CP1 CONTRACT,06,59V06,VAR,0,0,41456,47088,,46535
0614000001,04/20/1984,06-0R050,0614000001 - VISALIA MEDIAN BARRIER,06,TUL,198,4.2,8.3,41463,44653,,43584
0614000003,06/13/1958,06-0R060,0614000003 - MOJAVE MAINTENANCE STATION PHASE II,06,KER,014,16.6,16.6,41456,44683,,
0614000004,03/07/1984,06-0Q431,0614000004 - PORTERVILLE INTERSECTION IMPROVEMENT,06,TUL,190,13.1,17.3,41456,46327,,
0614000005,07/15/1961,06-0Q910,0614000005 - AVENUE 152 OC DECK REPLACEMENT,06,TUL,099,19.2,19.8,41470,46298,42614,45687
0614000006,05/21/1958,06-0R070,0614000006 - MAD 99 CAPM  1,06,MAD,099,1.5,9.5,41470,44683,,43538
0614000008,04/27/2003,06-0J041,0614000008 - JACKSON AVE MITIGATION,06,MAD,041,37.5,38.1,41469,46979,,45639
0614000009,05/21/1976,06-0G851,0614000009 - PAVEMENT REHABILITATION (CRCP),06,KER,058,52.7,55.5,41544,46149,,45635
0614000010,12/19/1949,06-0Q920,0614000010 - KER 99 2R REHAB AND VERTICAL CLEARANCE IMPROVEMENTS,06,KER,099,10.4,21.2,41470,47620,42552,46249
0614000024,03/08/1984,06-0R100,0614000024 - GRAPEVINE INTERCHANGE,06,KER,005,10.2,15.8,41960,48725,43209,48094
0614000030,09/21/2003,06-0R110,0614000030 - REPLACE CULVERTS,06,59V06,198,13.5,18.2,41488,45444,,44795
0614000033,01/02/1935,06-48450,0614000033 - NCIIPL-5109(201) Extend Hageman Rd across SR99,06,KER,204,5.9,6.8,37257,49308,,48670
0614000038,03/09/1984,06-0R140,0614000038 - SR99 TAFT HIGHWAY 2R REHAB,06,KER,099,10.5,20.5,41640,45964,42073,45406
0614000040,01/13/1935,06-48950,0614000040 - Tulare Six-lane and Paige Avenue Interchange Improvement Pro,06,TUL,099,25.2,30.6,37622,48841,43509,48201
0614000041,07/17/1958,06-0R150,0614000041 - TEHACHAPI CAPM,06,KER,058,88.5,99.8,41357,44500,,43886
0614000042,03/10/1984,06-0Q970,0614000042 - KERN 178 ROCKSLIDE,06,KER,178,15.2,16.7,41071,43571,,
0614000043,08/02/1958,06-0R160,0614000043 - Oakhurst CAPM,06,MAD,041,36.3,40.8,41514,45138,,43853
